flight_pk,parameter,phases,value
8314669,Subframe Counter,Takeoff,2199.53846154
8314669,Subframe Counter,Final Approach,1100.0
8314669,Subframe Counter,Climb Cruise Descent,610.0
8314669,Subframe Counter,Takeoff Rotation,72.0
8314669,Subframe Counter,Descending,902.582524272
8314669,Subframe Counter,Fast,612.0
8314669,Subframe Counter,Cruise,464.0
8314669,Subframe Counter,Climbing,170.0
8314669,Subframe Counter,Landing Roll,1158.0
8314669,Subframe Counter,Landing,1198.0
8314669,Subframe Counter,Level Flight,464.0
8314669,Subframe Counter,Climb,186.0
8314669,Subframe Counter,Takeoff Roll,56.0
8314669,Zero Fuel Weight,Taxi Out,11651.0
8314669,Zero Fuel Weight,Approach And Landing,11651.0
8314669,Zero Fuel Weight,Turning In Air,11651.0
8314669,Zero Fuel Weight,Descent,11651.0
8314669,Zero Fuel Weight,Grounded,11651.0
8314669,Zero Fuel Weight,Mobile,11651.0
8314669,Zero Fuel Weight,Approach,11651.0
8314669,Zero Fuel Weight,Airborne,11651.0
8314669,Zero Fuel Weight,Takeoff,11651.0
8314669,Zero Fuel Weight,Final Approach,11651.0
8314669,Zero Fuel Weight,Climb Cruise Descent,11651.0
8314669,Zero Fuel Weight,Takeoff Rotation,11651.0
8314669,Zero Fuel Weight,Descending,11651.0
8314669,Zero Fuel Weight,Fast,11651.0
8314669,Zero Fuel Weight,Cruise,11651.0
8314669,Zero Fuel Weight,Climbing,11651.0
8314669,Zero Fuel Weight,Landing Roll,11651.0
8314669,Zero Fuel Weight,Landing,11651.0
8314669,Zero Fuel Weight,Level Flight,11651.0
8314669,Zero Fuel Weight,Climb,11651.0
8314669,Zero Fuel Weight,Takeoff Roll,11651.0
8314668,Roll Rate,Taxi Out,0.0043504943609
8314668,Roll Rate,Approach And Landing,-0.0407756606557
8314668,Roll Rate,Descent,0.00091553125
8314668,Roll Rate,Grounded,0.00049242383404
8314668,Roll Rate,Mobile,0.000141912271259
8314668,Roll Rate,Approach,-0.0565445538991
8314668,Roll Rate,Takeoff,-0.02838146875
8314668,Roll Rate,Final Approach,-0.00392370535714
8314668,Roll Rate,Climb Cruise Descent,5.41334072432e-06
8314668,Roll Rate,Takeoff Rotation,0.05800806
8314668,Roll Rate,Descending,-0.00060495280236
8314668,Roll Rate,Airborne,-0.000270600369458
8314668,Roll Rate,Fast,-0.000241990638767
8314668,Roll Rate,Cruise,-0.000304941788743
8314668,Roll Rate,Climbing,-0.000620894034537
8314668,Roll Rate,Climb,-0.000998761363636
8314668,Roll Rate,Landing,-0.00126280172414
8314668,Roll Rate,Level Flight,2.17690789142e-19
8314668,Roll Rate,Turning In Air,0.634768333333
8314668,Roll Rate,Takeoff Roll,0.0261982788462
8314668,Turbulence,Taxi Out,0.0168478020478
8314668,Turbulence,Approach And Landing,0.0314805526649
8314668,Turbulence,Descent,0.0173782293961
8314668,Turbulence,Grounded,0.0073381502716616922
8314668,Turbulence,Mobile,0.0120531243251
8314668,Turbulence,Approach,0.037605572112
8314668,Turbulence,Takeoff,0.0253448613613
8314668,Turbulence,Final Approach,0.0540147698525
8314668,Turbulence,Climb Cruise Descent,0.0113277245858
8314668,Turbulence,Takeoff Rotation,0.0565800969948
8314668,Turbulence,Descending,0.0167922962155
8314668,Turbulence,Airborne,0.0113402894339
8314668,Turbulence,Fast,0.0115576481106
8314668,Turbulence,Cruise,0.00756499517707
8314668,Turbulence,Climbing,0.0137603568703
8314668,Turbulence,Climb,0.00945297305368
8314668,Turbulence,Landing,0.0161328027861
8314668,Turbulence,Level Flight,0.00778086155592
8314668,Turbulence,Turning In Air,0.0612435809789
8314668,Turbulence,Takeoff Roll,0.0319218475931
8314668,Pitch Rate,Taxi Out,0.00220275689223
8314668,Pitch Rate,Approach And Landing,0.00428643852459
8314668,Pitch Rate,Descent,0.000958103197674
8314668,Pitch Rate,Grounded,0.00599552468201
8314668,Pitch Rate,Mobile,2.1286598493e-05
8314668,Pitch Rate,Approach,0.0295066485092
8314668,Pitch Rate,Takeoff,0.286443580729
8314668,Pitch Rate,Final Approach,0.0759228348214
8314668,Pitch Rate,Climb Cruise Descent,-0.00230605691057
8314668,Pitch Rate,Takeoff Rotation,0.553047825
8314668,Pitch Rate,Descending,0.00364047812193
8314668,Pitch Rate,Airborne,-0.00218101416256
8314668,Pitch Rate,Fast,0.000159980879834
8314668,Pitch Rate,Cruise,-0.00127057632999
8314668,Pitch Rate,Climbing,-0.0128920280612
8314668,Pitch Rate,Climb,-0.00331727678571
8314668,Pitch Rate,Landing,-0.0589090301724
8314668,Pitch Rate,Level Flight,-0.00188130555556
8314668,Pitch Rate,Turning In Air,-0.0640864583333
8314668,Pitch Rate,Takeoff Roll,0.301276778846
8314668,Subframe Counter,Taxi Out,1972.0
8314668,Subframe Counter,Approach And Landing,2116.0
8314668,Subframe Counter,Descent,1668.0
8314668,Subframe Counter,Grounded,2450.43583535
8314668,Subframe Counter,Mobile,2047.76399655
8314668,Subframe Counter,Approach,2074.0
8314668,Subframe Counter,Takeoff,2196.0
8314668,Subframe Counter,Final Approach,2142.0
8314668,Subframe Counter,Climb Cruise Descent,2046.63448276
8314668,Subframe Counter,Takeoff Rotation,2220.0
8314668,Subframe Counter,Descending,1664.37795276
8314668,Subframe Counter,Airborne,2046.63448276
8314668,Subframe Counter,Fast,2047.70254403
8314668,Subframe Counter,Cruise,968.313846154
8314668,Subframe Counter,Climbing,2568.79245283
8314668,Subframe Counter,Climb,3102.0
8314668,Subframe Counter,Landing,2226.0
8314668,Subframe Counter,Level Flight,1382.51308901
8314668,Subframe Counter,Turning In Air,2282.0
8314668,Subframe Counter,Takeoff Roll,2204.0
8314668,Zero Fuel Weight,Taxi Out,11651.0
8314668,Zero Fuel Weight,Approach And Landing,11651.0
8314668,Zero Fuel Weight,Descent,11651.0
8314668,Zero Fuel Weight,Grounded,11651.0
8314668,Zero Fuel Weight,Mobile,11651.0
8314668,Zero Fuel Weight,Approach,11651.0
8314668,Zero Fuel Weight,Takeoff,11651.0
8314668,Zero Fuel Weight,Final Approach,11651.0
8314668,Zero Fuel Weight,Climb Cruise Descent,11651.0
8314668,Zero Fuel Weight,Takeoff Rotation,11651.0
8314668,Zero Fuel Weight,Descending,11651.0
8314668,Zero Fuel Weight,Airborne,11651.0
8314668,Zero Fuel Weight,Fast,11651.0
8314668,Zero Fuel Weight,Cruise,11651.0
8314668,Zero Fuel Weight,Climbing,11651.0
8314668,Zero Fuel Weight,Climb,11651.0
8314668,Zero Fuel Weight,Landing,11651.0
8314668,Zero Fuel Weight,Level Flight,11651.0
8314668,Zero Fuel Weight,Turning In Air,11651.0
8314668,Zero Fuel Weight,Takeoff Roll,11651.0
8314667,Roll Rate,Taxi Out,0.00317384166667
8314667,Roll Rate,Approach And Landing,0.0577697877238
8314667,Roll Rate,Descent,-0.00647730903909
8314667,Roll Rate,Grounded,0.004119890625
8314667,Roll Rate,Mobile,-0.000214150659898
8314667,Roll Rate,Approach,0.0583527821856
8314667,Roll Rate,Airborne,-0.000741549207248
8314667,Roll Rate,Takeoff,0.033859647541
8314667,Roll Rate,Final Approach,0.00267960365854
8314667,Roll Rate,Fast,0.00017309166104
8314667,Roll Rate,Takeoff Rotation,0.06240261
8314667,Roll Rate,Climb,-0.000663328301887
8314667,Roll Rate,Descending,-0.0282762447964
8314667,Roll Rate,Climb Cruise Descent,-0.000801452820571
8314667,Roll Rate,Cruise,0.00460621962233
8314667,Roll Rate,Climbing,-0.00584303296089
8314667,Roll Rate,Turning In Air,0.12921288806
8314667,Roll Rate,Landing,0.0541471339286
8314667,Roll Rate,Level Flight,0.00455518003273
8314667,Roll Rate,Landing Roll,0.0784741071429
8314667,Roll Rate,Takeoff Roll,0.03570571875
8314667,Turbulence,Taxi Out,0.0169375705237
8314667,Turbulence,Approach And Landing,0.0405391663022
8314667,Turbulence,Descent,0.020894606923
8314667,Turbulence,Grounded,0.016026524397878016
8314667,Turbulence,Mobile,0.0116010062556
8314667,Turbulence,Approach,0.0410321842138
8314667,Turbulence,Airborne,0.0105907266237
8314667,Turbulence,Takeoff,0.0153179275924
8314667,Turbulence,Final Approach,0.0455804589166
8314667,Turbulence,Fast,0.0108247027639
8314667,Turbulence,Takeoff Rotation,0.0486318610562
8314667,Turbulence,Climb,0.00714745778816
8314667,Turbulence,Descending,0.0186406133711
8314667,Turbulence,Climb Cruise Descent,0.0105793266906
8314667,Turbulence,Cruise,0.0054226715545
8314667,Turbulence,Climbing,0.00898011740534
8314667,Turbulence,Turning In Air,0.0309619930393
8314667,Turbulence,Landing,0.0372935439013
8314667,Turbulence,Level Flight,0.00542465914236
8314667,Turbulence,Landing Roll,0.0383048809643
8314667,Turbulence,Takeoff Roll,0.0202699225866
8314667,Pitch Rate,Taxi Out,0.0148314375
8314667,Pitch Rate,Approach And Landing,-0.00750211956522
8314667,Pitch Rate,Descent,-0.000228134670195
8314667,Pitch Rate,Grounded,0.0159124972747
8314667,Pitch Rate,Mobile,0.000289992385787
8314667,Pitch Rate,Approach,-0.00740091691617
8314667,Pitch Rate,Airborne,-0.0023054950453
8314667,Pitch Rate,Takeoff,0.243858729508
8314667,Pitch Rate,Final Approach,0.0122590472561
8314667,Pitch Rate,Fast,-0.000437669648886
8314667,Pitch Rate,Takeoff Rotation,0.571944175
8314667,Pitch Rate,Climb,-0.00415404622642
8314667,Pitch Rate,Descending,0.006268625
8314667,Pitch Rate,Climb Cruise Descent,-0.00227739437019
8314667,Pitch Rate,Cruise,-0.00207457922824
8314667,Pitch Rate,Climbing,-0.00648127374302
8314667,Pitch Rate,Turning In Air,-0.00409934701493
8314667,Pitch Rate,Landing,-0.00980915178571
8314667,Pitch Rate,Level Flight,-0.00251431089744
8314667,Pitch Rate,Landing Roll,-0.167932678571
8314667,Pitch Rate,Takeoff Roll,0.159529505208
8314667,Subframe Counter,Taxi Out,118.0
8314667,Subframe Counter,Approach And Landing,400.0
8314667,Subframe Counter,Descent,2220.82736156
8314667,Subframe Counter,Grounded,793.069767442
8314667,Subframe Counter,Mobile,1785.34037368
8314667,Subframe Counter,Approach,370.0
8314667,Subframe Counter,Airborne,1927.42028986
8314667,Subframe Counter,Takeoff,194.0
8314667,Subframe Counter,Final Approach,498.0
8314667,Subframe Counter,Fast,1919.07747748
8314667,Subframe Counter,Takeoff Rotation,224.0
8314667,Subframe Counter,Climb,920.0
8314667,Subframe Counter,Descending,2416.51263538
8314667,Subframe Counter,Climb Cruise Descent,1928.67633726
8314667,Subframe Counter,Cruise,2496.0
8314667,Subframe Counter,Climbing,678.428571429
8314667,Subframe Counter,Turning In Air,257.294117647
8314667,Subframe Counter,Landing,568.0
8314667,Subframe Counter,Level Flight,2494.0
8314667,Subframe Counter,Landing Roll,554.0
8314667,Subframe Counter,Takeoff Roll,208.0
8314667,Zero Fuel Weight,Taxi Out,11651.0
8314667,Zero Fuel Weight,Approach And Landing,11651.0
8314667,Zero Fuel Weight,Descent,11651.0
8314667,Zero Fuel Weight,Grounded,11651.0
8314667,Zero Fuel Weight,Mobile,11651.0
8314667,Zero Fuel Weight,Approach,11651.0
8314667,Zero Fuel Weight,Airborne,11651.0
8314667,Zero Fuel Weight,Takeoff,11651.0
8314667,Zero Fuel Weight,Final Approach,11651.0
8314667,Zero Fuel Weight,Fast,11651.0
8314667,Zero Fuel Weight,Takeoff Rotation,11651.0
8314667,Zero Fuel Weight,Climb,11651.0
8314667,Zero Fuel Weight,Descending,11651.0
8314667,Zero Fuel Weight,Climb Cruise Descent,11651.0
8314667,Zero Fuel Weight,Cruise,11651.0
8314667,Zero Fuel Weight,Climbing,11651.0
8314667,Zero Fuel Weight,Turning In Air,11651.0
8314667,Zero Fuel Weight,Landing,11651.0
8314667,Zero Fuel Weight,Level Flight,11651.0
8314667,Zero Fuel Weight,Landing Roll,11651.0
8314667,Zero Fuel Weight,Takeoff Roll,11651.0
8314666,Roll Rate,Taxi Out,-0.000114144155844
8314666,Roll Rate,Landing Roll,-0.4541035
8314666,Roll Rate,Approach And Landing,-0.06427029375
8314666,Roll Rate,Descent,0.00310954568885
8314666,Roll Rate,Grounded,-8.59653755869e-05
8314666,Roll Rate,Mobile,-0.00018049383917
8314666,Roll Rate,Approach,-0.0781021919431
8314666,Roll Rate,Takeoff,0.00370624698795
8314666,Roll Rate,Final Approach,0.0306380598592
8314666,Roll Rate,Climb Cruise Descent,0.000443617335494
8314666,Roll Rate,Takeoff Rotation,-0.02812512
8314666,Roll Rate,Descending,0.00142492457707
8314666,Roll Rate,Airborne,2.73769623723e-05
8314666,Roll Rate,Fast,-0.000321366447695
8314666,Roll Rate,Cruise,0.000651366106719
8314666,Roll Rate,Climbing,-0.00150265258065
8314666,Roll Rate,Turning In Air,0.424243096154
8314666,Roll Rate,Landing,-0.0145407904412
8314666,Roll Rate,Level Flight,-6.01993150685e-05
8314666,Roll Rate,Climb,-0.000771249820917
8314666,Roll Rate,Takeoff Roll,0.0243269732143
8314666,Turbulence,Taxi Out,0.0121483955398
8314666,Turbulence,Landing Roll,0.0504892467843
8314666,Turbulence,Approach And Landing,0.0327401690341
8314666,Turbulence,Descent,0.0173142644332
8314666,Turbulence,Grounded,0.0111450742341947
8314666,Turbulence,Mobile,0.0111027776546
8314666,Turbulence,Approach,0.0338071517551
8314666,Turbulence,Takeoff,0.0106941156106
8314666,Turbulence,Final Approach,0.0611564900629
8314666,Turbulence,Climb Cruise Descent,0.0106998634281
8314666,Turbulence,Takeoff Rotation,0.0418872822842
8314666,Turbulence,Descending,0.0173804981069
8314666,Turbulence,Airborne,0.0107240413893
8314666,Turbulence,Fast,0.0108707699519
8314666,Turbulence,Cruise,0.00661074224391
8314666,Turbulence,Climbing,0.00833623051943
8314666,Turbulence,Turning In Air,0.00963954530226
8314666,Turbulence,Landing,0.0289900815779
8314666,Turbulence,Level Flight,0.00645563277549
8314666,Turbulence,Climb,0.0093024179671
8314666,Turbulence,Takeoff Roll,0.0206277426754
8314666,Pitch Rate,Taxi Out,0.00245407142857
8314666,Pitch Rate,Landing Roll,-0.183104166667
8314666,Pitch Rate,Approach And Landing,-0.00292312723214
8314666,Pitch Rate,Descent,0.00179157216495
8314666,Pitch Rate,Grounded,0.00389848542645
8314666,Pitch Rate,Mobile,-3.44359327713e-05
8314666,Pitch Rate,Approach,0.00663861078199
8314666,Pitch Rate,Takeoff,0.137394307229
8314666,Pitch Rate,Final Approach,0.0367497799296
8314666,Pitch Rate,Climb Cruise Descent,-0.00101866525424
8314666,Pitch Rate,Takeoff Rotation,0.572383625
8314666,Pitch Rate,Descending,0.0024419625235
8314666,Pitch Rate,Airborne,-0.00120867913656
8314666,Pitch Rate,Fast,-9.66811787308e-05
8314666,Pitch Rate,Cruise,-0.00188532155797
8314666,Pitch Rate,Climbing,-0.00795971532258
8314666,Pitch Rate,Turning In Air,-0.0147891826923
8314666,Pitch Rate,Landing,-0.037159375
8314666,Pitch Rate,Level Flight,-0.00131308261986
8314666,Pitch Rate,Climb,-0.00357682709527
8314666,Pitch Rate,Takeoff Roll,0.212662410714
8314666,Subframe Counter,Taxi Out,1692.0
8314666,Subframe Counter,Landing Roll,1886.0
8314666,Subframe Counter,Approach And Landing,1808.0
8314666,Subframe Counter,Descent,1350.0
8314666,Subframe Counter,Grounded,1981.9625
8314666,Subframe Counter,Mobile,2015.57093426
8314666,Subframe Counter,Approach,1772.0
8314666,Subframe Counter,Takeoff,1926.0
8314666,Subframe Counter,Final Approach,1844.0
8314666,Subframe Counter,Climb Cruise Descent,2050.55433699
8314666,Subframe Counter,Takeoff Rotation,1968.0
8314666,Subframe Counter,Descending,1352.0
8314666,Subframe Counter,Airborne,2050.55433699
8314666,Subframe Counter,Fast,2049.87314172
8314666,Subframe Counter,Cruise,1953.09473684
8314666,Subframe Counter,Climbing,2355.49222798
8314666,Subframe Counter,Turning In Air,2071.33333333
8314666,Subframe Counter,Landing,1914.0
8314666,Subframe Counter,Level Flight,1892.72876712
8314666,Subframe Counter,Climb,2694.0
8314666,Subframe Counter,Takeoff Roll,1950.0
8314666,Zero Fuel Weight,Taxi Out,11651.0
8314666,Zero Fuel Weight,Landing Roll,11651.0
8314666,Zero Fuel Weight,Approach And Landing,11651.0
8314666,Zero Fuel Weight,Descent,11651.0
8314666,Zero Fuel Weight,Grounded,11651.0
8314666,Zero Fuel Weight,Mobile,11651.0
8314666,Zero Fuel Weight,Approach,11651.0
8314666,Zero Fuel Weight,Takeoff,11651.0
8314666,Zero Fuel Weight,Final Approach,11651.0
8314666,Zero Fuel Weight,Climb Cruise Descent,11651.0
8314666,Zero Fuel Weight,Takeoff Rotation,11651.0
8314666,Zero Fuel Weight,Descending,11651.0
8314666,Zero Fuel Weight,Airborne,11651.0
8314666,Zero Fuel Weight,Fast,11651.0
8314666,Zero Fuel Weight,Cruise,11651.0
8314666,Zero Fuel Weight,Climbing,11651.0
8314666,Zero Fuel Weight,Turning In Air,11651.0
8314666,Zero Fuel Weight,Landing,11651.0
8314666,Zero Fuel Weight,Level Flight,11651.0
8314666,Zero Fuel Weight,Climb,11651.0
8314666,Zero Fuel Weight,Takeoff Roll,11651.0
8314665,Roll Rate,Taxi Out,0.000221946969697
8314665,Roll Rate,Approach And Landing,0.0411156761364
8314665,Roll Rate,Descent,0.000519041338583
8314665,Roll Rate,Grounded,-0.000682954572624
8314665,Roll Rate,Mobile,-0.000935010638298
8314665,Roll Rate,Approach,0.0711498571429
8314665,Roll Rate,Airborne,0.000608944572748
8314665,Roll Rate,Cruise,-0.00284970819113
8314665,Roll Rate,Final Approach,0.0932878157895
8314665,Roll Rate,Fast,-0.000816554898649
8314665,Roll Rate,Takeoff Rotation,0.10634811
8314665,Roll Rate,Climb,0.00559554503106
8314665,Roll Rate,Descending,0.000822509358289
8314665,Roll Rate,Climb Cruise Descent,0.000152412138728
8314665,Roll Rate,Takeoff,0.0195313333333
8314665,Roll Rate,Climbing,0.0060573527027
8314665,Roll Rate,Turning In Air,0.24170025
8314665,Roll Rate,Landing,-0.0692348915094
8314665,Roll Rate,Level Flight,0.0305707826087
8314665,Roll Rate,Landing Roll,-0.0263673
8314665,Roll Rate,Takeoff Roll,0.0185923269231
8314665,Turbulence,Taxi Out,0.00908810186536
8314665,Turbulence,Approach And Landing,0.043311317269751688
8314665,Turbulence,Descent,0.035295821698
8314665,Turbulence,Grounded,0.0061375928878513548
8314665,Turbulence,Mobile,0.023206021116921032
8314665,Turbulence,Approach,0.0410896383354
8314665,Turbulence,Airborne,0.0270168662964
