flight_pk,parameter,phases,value
8314754,Zero Fuel Weight,Climbing,12038.0
8314754,Zero Fuel Weight,Mobile,12038.0
8314754,Zero Fuel Weight,Cruise,12038.0
8314754,Zero Fuel Weight,Climb Cruise Descent,12038.0
8314754,Zero Fuel Weight,Takeoff Rotation,12038.0
8314754,Zero Fuel Weight,Fast,12038.0
8314754,Zero Fuel Weight,Climb,12038.0
8314754,Zero Fuel Weight,Level Flight,12038.0
8314754,Zero Fuel Weight,Landing Roll,12038.0
8314754,Zero Fuel Weight,Takeoff Roll,12038.0
8314754,Zero Fuel Weight,Taxi In,12038.0
8314754,Zero Fuel Weight,Takeoff,12038.0
8314754,Zero Fuel Weight,Turning In Air,12038.0
8314811,TCAS RA Vertical Speed,Taxiing,0.0
8314811,TCAS RA Vertical Speed,Descent,0.0
8314811,TCAS RA Vertical Speed,Grounded,0.0
8314811,TCAS RA Vertical Speed,Airborne,0.0
8314811,TCAS RA Vertical Speed,Final Approach,0.0
8314811,TCAS RA Vertical Speed,Landing,0.0
8314811,TCAS RA Vertical Speed,Approach,0.0
8314811,TCAS RA Vertical Speed,Taxi Out,0.0
8314811,TCAS RA Vertical Speed,Approach And Landing,0.0
8314811,TCAS RA Vertical Speed,Descending,0.0
8314811,TCAS RA Vertical Speed,Climbing,0.0
8314811,TCAS RA Vertical Speed,Turning On Ground,0.0
8314811,TCAS RA Vertical Speed,Mobile,0.0
8314811,TCAS RA Vertical Speed,Cruise,0.0
8314811,TCAS RA Vertical Speed,Climb Cruise Descent,0.0
8314811,TCAS RA Vertical Speed,Takeoff Rotation,0.0
8314811,TCAS RA Vertical Speed,Fast,0.0
8314811,TCAS RA Vertical Speed,Climb,0.0
8314811,TCAS RA Vertical Speed,Level Flight,0.0
8314811,TCAS RA Vertical Speed,Turning In Air,0.0
8314811,TCAS RA Vertical Speed,Takeoff Roll,0.0
8314811,TCAS RA Vertical Speed,Taxi In,0.0
8314811,TCAS RA Vertical Speed,Takeoff,0.0
8314811,TCAS RA Vertical Speed,Landing Roll,0.0
8314811,Zero Fuel Weight,Taxiing,17900.0
8314811,Zero Fuel Weight,Descent,17900.0
8314811,Zero Fuel Weight,Grounded,17900.0
8314811,Zero Fuel Weight,Airborne,17900.0
8314811,Zero Fuel Weight,Final Approach,17900.0
8314811,Zero Fuel Weight,Landing,17900.0
8314811,Zero Fuel Weight,Approach,17900.0
8314811,Zero Fuel Weight,Taxi Out,17900.0
8314811,Zero Fuel Weight,Approach And Landing,17900.0
8314811,Zero Fuel Weight,Descending,17900.0
8314811,Zero Fuel Weight,Climbing,17900.0
8314811,Zero Fuel Weight,Turning On Ground,17900.0
8314811,Zero Fuel Weight,Mobile,17900.0
8314811,Zero Fuel Weight,Cruise,17900.0
8314811,Zero Fuel Weight,Climb Cruise Descent,17900.0
8314811,Zero Fuel Weight,Takeoff Rotation,17900.0
8314811,Zero Fuel Weight,Fast,17900.0
8314811,Zero Fuel Weight,Climb,17900.0
8314811,Zero Fuel Weight,Level Flight,17900.0
8314811,Zero Fuel Weight,Turning In Air,17900.0
8314811,Zero Fuel Weight,Takeoff Roll,17900.0
8314811,Zero Fuel Weight,Taxi In,17900.0
8314811,Zero Fuel Weight,Takeoff,17900.0
8314811,Zero Fuel Weight,Landing Roll,17900.0
8314811,Day Recorded,Taxiing,8.0
8314811,Day Recorded,Descent,8.0
8314811,Day Recorded,Grounded,8.0
8314811,Day Recorded,Airborne,8.0
8314811,Day Recorded,Final Approach,8.0
8314811,Day Recorded,Landing,8.0
8314811,Day Recorded,Approach,8.0
8314811,Day Recorded,Taxi Out,8.0
8314811,Day Recorded,Approach And Landing,8.0
8314811,Day Recorded,Descending,8.0
8314811,Day Recorded,Climbing,8.0
8314811,Day Recorded,Turning On Ground,8.0
8314811,Day Recorded,Mobile,8.0
8314811,Day Recorded,Cruise,8.0
8314811,Day Recorded,Climb Cruise Descent,8.0
8314811,Day Recorded,Takeoff Rotation,8.0
8314811,Day Recorded,Fast,8.0
8314811,Day Recorded,Climb,8.0
8314811,Day Recorded,Level Flight,8.0
8314811,Day Recorded,Turning In Air,8.0
8314811,Day Recorded,Takeoff Roll,8.0
8314811,Day Recorded,Taxi In,8.0
8314811,Day Recorded,Takeoff,8.0
8314811,Day Recorded,Landing Roll,8.0
8314811,Month Recorded,Taxiing,7.0
8314811,Month Recorded,Descent,7.0
8314811,Month Recorded,Grounded,7.0
8314811,Month Recorded,Airborne,7.0
8314811,Month Recorded,Final Approach,7.0
8314811,Month Recorded,Landing,7.0
8314811,Month Recorded,Approach,7.0
8314811,Month Recorded,Taxi Out,7.0
8314811,Month Recorded,Approach And Landing,7.0
8314811,Month Recorded,Descending,7.0
8314811,Month Recorded,Climbing,7.0
8314811,Month Recorded,Turning On Ground,7.0
8314811,Month Recorded,Mobile,7.0
8314811,Month Recorded,Cruise,7.0
8314811,Month Recorded,Climb Cruise Descent,7.0
8314811,Month Recorded,Takeoff Rotation,7.0
8314811,Month Recorded,Fast,7.0
8314811,Month Recorded,Climb,7.0
8314811,Month Recorded,Level Flight,7.0
8314811,Month Recorded,Turning In Air,7.0
8314811,Month Recorded,Takeoff Roll,7.0
8314811,Month Recorded,Taxi In,7.0
8314811,Month Recorded,Takeoff,7.0
8314811,Month Recorded,Landing Roll,7.0
8314811,Roll Rate,Taxiing,-0.00170832071472
8314811,Roll Rate,Descent,0.00121240341649
8314811,Roll Rate,Grounded,0.000563075097118
8314811,Roll Rate,Airborne,-0.000733458803522
8314811,Roll Rate,Final Approach,-0.0227975898889
8314811,Roll Rate,Landing,0.0113987949444
8314811,Roll Rate,Approach,-0.125940400143
8314811,Roll Rate,Taxi Out,-0.00245269230062
8314811,Roll Rate,Approach And Landing,-0.0993963287732
8314811,Roll Rate,Descending,0.0117758979351
8314811,Roll Rate,Climbing,0.020212349859
8314811,Roll Rate,Turning On Ground,-0.0178934571802
8314811,Roll Rate,Mobile,-0.00033842756035
8314811,Roll Rate,Cruise,-0.00496884848116
8314811,Roll Rate,Climb Cruise Descent,-0.000489199226704
8314811,Roll Rate,Takeoff Rotation,0.01846604781
8314811,Roll Rate,Fast,-0.000301279902924
8314811,Roll Rate,Climb,-0.00235357481036
8314811,Roll Rate,Level Flight,-0.0190745251627
8314811,Roll Rate,Turning In Air,0.00614589404839
8314811,Roll Rate,Takeoff Roll,0.010991695125
8314811,Roll Rate,Taxi In,-7.79552845745e-05
8314811,Roll Rate,Takeoff,-0.00196280270089
8314811,Roll Rate,Landing Roll,0.0125619372857
8314811,Turbulence,Taxi Out,0.011202183239277503
8314811,Turbulence,Taxiing,0.015048477683228425
8314811,Turbulence,Descent,0.013394573890453836
8314811,Turbulence,Grounded,0.011370083116873644
8314811,Turbulence,Mobile,0.012501026861921435
8314811,Turbulence,Airborne,0.012565961219412679
8314811,Turbulence,Descending,0.012493980740362445
8314811,Turbulence,Climb Cruise Descent,0.012565961219412679
8314811,Turbulence,Cruise,0.0150621899675
8314811,Turbulence,Climbing,0.0099614661387291466
8314811,Turbulence,Climb,0.010217390209050636
8314811,Turbulence,Level Flight,0.015011553845035906
8314811,Turbulence,Fast,0.012565961219412678
8314811,Pitch Rate,Taxiing,-0.00209044508512
8314811,Pitch Rate,Descent,0.00220748923946
8314811,Pitch Rate,Grounded,0.0132674569759
8314811,Pitch Rate,Airborne,-0.00567921226338
8314811,Pitch Rate,Final Approach,-0.0270042880231
8314811,Pitch Rate,Landing,-0.0242224392569
8314811,Pitch Rate,Approach,0.00376160233167
8314811,Pitch Rate,Taxi Out,-0.0012717663781
8314811,Pitch Rate,Approach And Landing,-0.000628096864286
8314811,Pitch Rate,Descending,0.00673643069649
8314811,Pitch Rate,Climbing,-0.014069931995
8314811,Pitch Rate,Turning On Ground,-0.0235171151512
8314811,Pitch Rate,Mobile,5.76046911235e-05
8314811,Pitch Rate,Cruise,-0.00218328190839
8314811,Pitch Rate,Climb Cruise Descent,-0.00472892585814
8314811,Pitch Rate,Takeoff Rotation,0.5715681465
8314811,Pitch Rate,Fast,0.000220938595477
8314811,Pitch Rate,Climb,-0.0147599186246
8314811,Pitch Rate,Level Flight,-0.00221741355016
8314811,Pitch Rate,Turning In Air,0.0340387978065
8314811,Pitch Rate,Takeoff Roll,0.24266280776
8314811,Pitch Rate,Taxi In,-0.00229968089495
8314811,Pitch Rate,Takeoff,0.278325422987
8314811,Pitch Rate,Landing Roll,-0.0502477491429
8314812,TCAS RA Vertical Speed,Taxiing,0.0
8314812,TCAS RA Vertical Speed,Descent,0.0
8314812,TCAS RA Vertical Speed,Grounded,0.0
8314812,TCAS RA Vertical Speed,Airborne,0.0
8314812,TCAS RA Vertical Speed,Final Approach,0.0
8314812,TCAS RA Vertical Speed,Approach And Landing,0.0
8314812,TCAS RA Vertical Speed,Approach,0.0
8314812,TCAS RA Vertical Speed,Taxi Out,0.0
8314812,TCAS RA Vertical Speed,Landing,0.0
8314812,TCAS RA Vertical Speed,Descending,0.0
8314812,TCAS RA Vertical Speed,Climbing,0.0
8314812,TCAS RA Vertical Speed,Turning On Ground,0.0
8314812,TCAS RA Vertical Speed,Mobile,0.0
8314812,TCAS RA Vertical Speed,Cruise,0.0
8314812,TCAS RA Vertical Speed,Climb Cruise Descent,0.0
8314812,TCAS RA Vertical Speed,Takeoff Rotation,0.0
8314812,TCAS RA Vertical Speed,Fast,0.0
8314812,TCAS RA Vertical Speed,Climb,0.0
8314812,TCAS RA Vertical Speed,Landing Roll,0.0
8314812,TCAS RA Vertical Speed,Takeoff Roll,0.0
8314812,TCAS RA Vertical Speed,Taxi In,0.0
8314812,TCAS RA Vertical Speed,Takeoff,0.0
8314812,TCAS RA Vertical Speed,Turning In Air,0.0
8314812,Zero Fuel Weight,Taxiing,17900.0
8314812,Zero Fuel Weight,Descent,17900.0
8314812,Zero Fuel Weight,Grounded,17900.0
8314812,Zero Fuel Weight,Airborne,17900.0
8314812,Zero Fuel Weight,Final Approach,17900.0
8314812,Zero Fuel Weight,Approach And Landing,17900.0
8314812,Zero Fuel Weight,Approach,17900.0
8314812,Zero Fuel Weight,Taxi Out,17900.0
8314812,Zero Fuel Weight,Landing,17900.0
8314812,Zero Fuel Weight,Descending,17900.0
8314812,Zero Fuel Weight,Climbing,17900.0
8314812,Zero Fuel Weight,Turning On Ground,17900.0
8314812,Zero Fuel Weight,Mobile,17900.0
8314812,Zero Fuel Weight,Cruise,17900.0
8314812,Zero Fuel Weight,Climb Cruise Descent,17900.0
8314812,Zero Fuel Weight,Takeoff Rotation,17900.0
8314812,Zero Fuel Weight,Fast,17900.0
8314812,Zero Fuel Weight,Climb,17900.0
8314812,Zero Fuel Weight,Landing Roll,17900.0
8314812,Zero Fuel Weight,Takeoff Roll,17900.0
8314812,Zero Fuel Weight,Taxi In,17900.0
8314812,Zero Fuel Weight,Takeoff,17900.0
8314812,Zero Fuel Weight,Turning In Air,17900.0
8314812,Day Recorded,Taxiing,4.0
8314812,Day Recorded,Descent,4.0
8314812,Day Recorded,Grounded,4.0
8314812,Day Recorded,Airborne,4.0
8314812,Day Recorded,Final Approach,4.0
8314812,Day Recorded,Approach And Landing,4.0
8314812,Day Recorded,Approach,4.0
8314812,Day Recorded,Taxi Out,4.0
8314812,Day Recorded,Landing,4.0
8314812,Day Recorded,Descending,4.0
8314812,Day Recorded,Climbing,4.0
8314812,Day Recorded,Turning On Ground,4.0
8314812,Day Recorded,Mobile,4.0
8314812,Day Recorded,Cruise,4.0
8314812,Day Recorded,Climb Cruise Descent,4.0
8314812,Day Recorded,Takeoff Rotation,4.0
8314812,Day Recorded,Fast,4.0
8314812,Day Recorded,Climb,4.0
8314812,Day Recorded,Landing Roll,4.0
8314812,Day Recorded,Takeoff Roll,4.0
8314812,Day Recorded,Taxi In,4.0
8314812,Day Recorded,Takeoff,4.0
8314812,Day Recorded,Turning In Air,4.0
8314812,Month Recorded,Taxiing,7.0
8314812,Month Recorded,Descent,7.0
8314812,Month Recorded,Grounded,7.0
8314812,Month Recorded,Airborne,7.0
8314812,Month Recorded,Final Approach,7.0
8314812,Month Recorded,Approach And Landing,7.0
8314812,Month Recorded,Approach,7.0
8314812,Month Recorded,Taxi Out,7.0
8314812,Month Recorded,Landing,7.0
8314812,Month Recorded,Descending,7.0
8314812,Month Recorded,Climbing,7.0
8314812,Month Recorded,Turning On Ground,7.0
8314812,Month Recorded,Mobile,7.0
8314812,Month Recorded,Cruise,7.0
8314812,Month Recorded,Climb Cruise Descent,7.0
8314812,Month Recorded,Takeoff Rotation,7.0
8314812,Month Recorded,Fast,7.0
8314812,Month Recorded,Climb,7.0
8314812,Month Recorded,Landing Roll,7.0
8314812,Month Recorded,Takeoff Roll,7.0
8314812,Month Recorded,Taxi In,7.0
8314812,Month Recorded,Takeoff,7.0
8314812,Month Recorded,Turning In Air,7.0
8314812,Roll Rate,Taxiing,0.00518582539231
8314812,Roll Rate,Descent,-0.00138012315471
8314812,Roll Rate,Grounded,0.00169887096213
8314812,Roll Rate,Airborne,-0.00131718660589
8314812,Roll Rate,Final Approach,-0.00934925792241
8314812,Roll Rate,Approach And Landing,0.00170413877907
8314812,Roll Rate,Approach,0.00824377134375
8314812,Roll Rate,Taxi Out,0.0146555935
8314812,Roll Rate,Landing,-0.0188429059286
8314812,Roll Rate,Descending,0.00453012354992
8314812,Roll Rate,Climbing,0.000243358563653
8314812,Roll Rate,Turning On Ground,-0.0232765308529
8314812,Roll Rate,Mobile,-0.000144100882921
8314812,Roll Rate,Cruise,-0.0439667805
8314812,Roll Rate,Climb Cruise Descent,-0.00152315113418
8314812,Roll Rate,Takeoff Rotation,0.14421104004
8314812,Roll Rate,Fast,-0.00104471116456
8314812,Roll Rate,Climb,-0.0397916404913
8314812,Roll Rate,Landing Roll,-0.0270564803077
8314812,Roll Rate,Takeoff Roll,0.047630678875
8314812,Roll Rate,Taxi In,-0.000758047939655
8314812,Roll Rate,Takeoff,0.00641992812611
8314812,Roll Rate,Turning In Air,-0.682401072344
8314812,Turbulence,Landing Roll,0.0357258839013
8314812,Turbulence,Climb Cruise Descent,0.023467857735343788
8314812,Turbulence,Taxiing,0.010784745644419513
8314812,Turbulence,Descent,0.023080825717548839
8314812,Turbulence,Grounded,0.0051969698017676003
8314812,Turbulence,Mobile,0.018835152371596903
8314812,Turbulence,Taxi In,0.00740524928574
8314812,Turbulence,Cruise,0.0282014547715
8314812,Turbulence,Landing,0.0283257111338
8314812,Turbulence,Final Approach,0.0312284256562
8314812,Turbulence,Descending,0.023489691729561411
8314812,Turbulence,Airborne,0.023570519884517593
8314812,Turbulence,Approach And Landing,0.026707178366212864
8314812,Turbulence,Climbing,0.019028308532194969
8314812,Turbulence,Climb,0.025109676574725171
8314812,Turbulence,Approach,0.02657256598082381
8314812,Turbulence,Fast,0.023844363831381731
8314812,Turbulence,Turning On Ground,0.00827519389057
8314812,Pitch Rate,Taxiing,-0.00428394271538
8314812,Pitch Rate,Descent,0.00287525657231
8314812,Pitch Rate,Grounded,0.0201655983205
8314812,Pitch Rate,Airborne,-0.0141143357855
8314812,Pitch Rate,Final Approach,-0.0136448629138
8314812,Pitch Rate,Approach And Landing,0.000894672859012
8314812,Pitch Rate,Approach,0.00225722310603
8314812,Pitch Rate,Taxi Out,-0.0111661664762
8314812,Pitch Rate,Landing,0.000628096864286
8314812,Pitch Rate,Descending,0.00424918565535
8314812,Pitch Rate,Climbing,-0.0462381270941
8314812,Pitch Rate,Turning On Ground,-0.0433202101985
8314812,Pitch Rate,Mobile,-0.000352246602695
8314812,Pitch Rate,Cruise,-0.0446133508015
8314812,Pitch Rate,Climb Cruise Descent,-0.012935417841
8314812,Pitch Rate,Takeoff Rotation,0.53375671527
8314812,Pitch Rate,Fast,-0.000400102148129
8314812,Pitch Rate,Climb,-0.0534673541933
8314812,Pitch Rate,Landing Roll,-0.255345532904
8314812,Pitch Rate,Takeoff Roll,0.286242060547
8314812,Pitch Rate,Taxi In,-0.00194926613054
8314812,Pitch Rate,Takeoff,0.149701051304
8314812,Pitch Rate,Turning In Air,-0.0563324375156
8314661,TCAS RA Vertical Speed,Taxiing,0.0
