flight_pk,parameter,phases,value
8306239,Analog Parameter Port 20 Mbb 403,Climb Cruise Descent,2013.730611
8306239,Analog Parameter Port 20 Mbb 403,Takeoff Rotation,2014.916667
8306239,Analog Parameter Port 20 Mbb 403,Fast,2013.725162
8306239,Analog Parameter Port 20 Mbb 403,Climb,2012.902913
8306239,Analog Parameter Port 20 Mbb 403,Level Flight,2012.723039
8306239,Analog Parameter Port 20 Mbb 403,Landing Roll,2013.4
8306239,Analog Parameter Port 20 Mbb 403,Takeoff Roll,2013.357143
8306239,Analog Parameter Port 20 Mbb 403,Taxi In,2015.048913
8306239,Analog Parameter Port 20 Mbb 403,Takeoff,2014.276596
8306239,Analog Parameter Port 20 Mbb 403,Turning In Air,2017.375
8306239,Pitch Trim Wheel Sync,Taxiing,-1.725562517
8306239,Pitch Trim Wheel Sync,Descent,-2.966976739
8306239,Pitch Trim Wheel Sync,Grounded,-1.951972681
8306239,Pitch Trim Wheel Sync,Airborne,-2.072840855
8306239,Pitch Trim Wheel Sync,Final Approach,-7.338588581
8306239,Pitch Trim Wheel Sync,Approach And Landing,-6.132271154
8306239,Pitch Trim Wheel Sync,Approach,-5.788937079
8306239,Pitch Trim Wheel Sync,Taxi Out,-1.903389303
8306239,Pitch Trim Wheel Sync,Landing,-7.162273377
8306239,Pitch Trim Wheel Sync,Descending,-2.878835354
8306239,Pitch Trim Wheel Sync,Climbing,-1.640985644
8306239,Pitch Trim Wheel Sync,Turning On Ground,-1.735735734
8306239,Pitch Trim Wheel Sync,Mobile,-2.069269267
8306239,Pitch Trim Wheel Sync,Cruise,-1.571338367
8306239,Pitch Trim Wheel Sync,Climb Cruise Descent,-2.072840855
8306239,Pitch Trim Wheel Sync,Takeoff Rotation,-1.905905904
8306239,Pitch Trim Wheel Sync,Fast,-2.082871265
8306239,Pitch Trim Wheel Sync,Climb,-1.641316072
8306239,Pitch Trim Wheel Sync,Level Flight,-1.737531395
8306239,Pitch Trim Wheel Sync,Landing Roll,-7.249249242
8306239,Pitch Trim Wheel Sync,Takeoff Roll,-1.905905904
8306239,Pitch Trim Wheel Sync,Taxi In,-1.425730076
8306239,Pitch Trim Wheel Sync,Takeoff,-1.905905904
8306239,Pitch Trim Wheel Sync,Turning In Air,-3.864409861
8306239,Zero Fuel Weight,Taxi Out,177.808209
8306239,Zero Fuel Weight,Climb Cruise Descent,171.4280087
8306239,Zero Fuel Weight,Taxiing,172.8599286
8306239,Zero Fuel Weight,Descent,168.3961674
8306239,Zero Fuel Weight,Grounded,165.1940212
8306239,Zero Fuel Weight,Mobile,171.7267113
8306239,Zero Fuel Weight,Level Flight,171.7845024
8306239,Zero Fuel Weight,Takeoff,177.808209
8306239,Zero Fuel Weight,Turning In Air,166.9219922
8306239,Zero Fuel Weight,Landing,166.9219922
8306239,Zero Fuel Weight,Taxi In,166.9219922
8306239,Zero Fuel Weight,Final Approach,166.9219922
8306239,Zero Fuel Weight,Cruise,172.2073293
8306239,Zero Fuel Weight,Descending,168.8152473
8306239,Zero Fuel Weight,Airborne,171.4280087
8306239,Zero Fuel Weight,Approach And Landing,166.9219922
8306239,Zero Fuel Weight,Climbing,176.1334064
8306239,Zero Fuel Weight,Climb,176.1334064
8306239,Zero Fuel Weight,Approach,166.9219922
8306239,Zero Fuel Weight,Fast,171.4280087
8306239,Zero Fuel Weight,Takeoff Roll,177.808209
8306239,Altitude Rate,Taxiing,-3.409836066
8306239,Altitude Rate,Descent,-1094.376528
8306239,Altitude Rate,Grounded,1.514792899
8306239,Altitude Rate,Airborne,-11.46190803
8306239,Altitude Rate,Final Approach,-730.5316456
8306239,Altitude Rate,Approach And Landing,-592.2229965
8306239,Altitude Rate,Approach,-806.6542056
8306239,Altitude Rate,Taxi Out,-2.180530973
8306239,Altitude Rate,Landing,46.44444444
8306239,Altitude Rate,Descending,-1472.402447
8306239,Altitude Rate,Climbing,2652.842875
8306239,Altitude Rate,Turning On Ground,-0.355555556
8306239,Altitude Rate,Mobile,-9.093957791
8306239,Altitude Rate,Cruise,-6.853251617
8306239,Altitude Rate,Climb Cruise Descent,-11.46190803
8306239,Altitude Rate,Takeoff Rotation,922.88
8306239,Altitude Rate,Fast,-12.20556599
8306239,Altitude Rate,Climb,2585.973269
8306239,Altitude Rate,Level Flight,-7.821133231
8306239,Altitude Rate,Landing Roll,387.3684211
8306239,Altitude Rate,Takeoff Roll,-177.7142857
8306239,Altitude Rate,Taxi In,-5.929155313
8306239,Altitude Rate,Takeoff,-18.23655914
8306239,Altitude Rate,Turning In Air,-844.5957447
8306239,Bearing To Waypoint,Taxiing,161.2365523
8306239,Bearing To Waypoint,Descent,133.5817161
8306239,Bearing To Waypoint,Grounded,153.7285041
8306239,Bearing To Waypoint,Airborne,127.5433521
8306239,Bearing To Waypoint,Final Approach,52.98358386
8306239,Bearing To Waypoint,Approach And Landing,79.11258711
8306239,Bearing To Waypoint,Approach,60.49174942
8306239,Bearing To Waypoint,Taxi Out,124.1644082
8306239,Bearing To Waypoint,Landing,131.0644531
8306239,Bearing To Waypoint,Descending,153.9676453
8306239,Bearing To Waypoint,Climbing,131.1957597
8306239,Bearing To Waypoint,Turning On Ground,181.265625
8306239,Bearing To Waypoint,Mobile,132.4926144
8306239,Bearing To Waypoint,Cruise,122.3676902
8306239,Bearing To Waypoint,Climb Cruise Descent,127.5433521
8306239,Bearing To Waypoint,Takeoff Rotation,127.434375
8306239,Bearing To Waypoint,Fast,127.3928766
8306239,Bearing To Waypoint,Climb,131.0153402
8306239,Bearing To Waypoint,Level Flight,115.441496
8306239,Bearing To Waypoint,Landing Roll,54.140625
8306239,Bearing To Waypoint,Takeoff Roll,127.7176339
8306239,Bearing To Waypoint,Taxi In,225.2356522
8306239,Bearing To Waypoint,Takeoff,128.3240927
8306239,Bearing To Waypoint,Turning In Air,101.7885638
8306239,Body Roll Rate,Taxiing,-0.019552596
8306239,Body Roll Rate,Descent,-0.024602689
8306239,Body Roll Rate,Grounded,-0.023714867
8306239,Body Roll Rate,Airborne,-0.029158802
8306239,Body Roll Rate,Final Approach,-0.02056962
8306239,Body Roll Rate,Approach And Landing,-0.035060976
8306239,Body Roll Rate,Approach,-0.020151869
8306239,Body Roll Rate,Taxi Out,-0.017035398
8306239,Body Roll Rate,Landing,-0.072916667
8306239,Body Roll Rate,Descending,-0.068235894
8306239,Body Roll Rate,Climbing,-0.030298417
8306239,Body Roll Rate,Turning On Ground,-0.070833333
8306239,Body Roll Rate,Mobile,-0.028232509
8306239,Body Roll Rate,Cruise,-0.031707525
8306239,Body Roll Rate,Climb Cruise Descent,-0.029158802
8306239,Body Roll Rate,Takeoff Rotation,0.0175
8306239,Body Roll Rate,Fast,-0.029185163
8306239,Body Roll Rate,Climb,-0.030072904
8306239,Body Roll Rate,Level Flight,-0.03101072
8306239,Body Roll Rate,Landing Roll,-0.223684211
8306239,Body Roll Rate,Takeoff Roll,0.044642857
8306239,Body Roll Rate,Taxi In,-0.025544959
8306239,Body Roll Rate,Takeoff,-0.022177419
8306239,Body Roll Rate,Turning In Air,0.191489362
8306239,Analog Parameter Port 33,Taxiing,0.236338798
8306239,Analog Parameter Port 33,Descent,0.284107579
8306239,Analog Parameter Port 33,Grounded,0.258136095
8306239,Analog Parameter Port 33,Airborne,0.263898421
8306239,Analog Parameter Port 33,Final Approach,0.189873418
8306239,Analog Parameter Port 33,Approach And Landing,0.236933798
8306239,Analog Parameter Port 33,Approach,0.23364486
8306239,Analog Parameter Port 33,Taxi Out,0.25840708
8306239,Analog Parameter Port 33,Landing,0.25
8306239,Analog Parameter Port 33,Descending,0.2746431
8306239,Analog Parameter Port 33,Climbing,0.228989038
8306239,Analog Parameter Port 33,Turning On Ground,0.177777778
8306239,Analog Parameter Port 33,Mobile,0.263226366
8306239,Analog Parameter Port 33,Cruise,0.260129384
8306239,Analog Parameter Port 33,Climb Cruise Descent,0.263898421
8306239,Analog Parameter Port 33,Takeoff Rotation,0.44
8306239,Analog Parameter Port 33,Fast,0.264469865
8306239,Analog Parameter Port 33,Climb,0.22600243
8306239,Analog Parameter Port 33,Level Flight,0.267381317
8306239,Analog Parameter Port 33,Landing Roll,0.157894737
8306239,Analog Parameter Port 33,Takeoff Roll,0.321428571
8306239,Analog Parameter Port 33,Taxi In,0.245231608
8306239,Analog Parameter Port 33,Takeoff,0.333333333
8306239,Analog Parameter Port 33,Turning In Air,0.361702128
8306239,ILS Marker,Taxiing,0
8306239,ILS Marker,Descent,0
8306239,ILS Marker,Grounded,0
8306239,ILS Marker,Airborne,0
8306239,ILS Marker,Final Approach,0
8306239,ILS Marker,Approach And Landing,0
8306239,ILS Marker,Approach,0
8306239,ILS Marker,Taxi Out,0
8306239,ILS Marker,Landing,0
8306239,ILS Marker,Descending,0
8306239,ILS Marker,Climbing,0
8306239,ILS Marker,Turning On Ground,0
8306239,ILS Marker,Mobile,0
8306239,ILS Marker,Cruise,0
8306239,ILS Marker,Climb Cruise Descent,0
8306239,ILS Marker,Takeoff Rotation,0
8306239,ILS Marker,Fast,0
8306239,ILS Marker,Climb,0
8306239,ILS Marker,Level Flight,0
8306239,ILS Marker,Landing Roll,0
8306239,ILS Marker,Takeoff Roll,0
8306239,ILS Marker,Taxi In,0
8306239,ILS Marker,Takeoff,0
8306239,ILS Marker,Turning In Air,0
8306239,Body Yaw Rate,Taxiing,-0.253500683
8306239,Body Yaw Rate,Descent,-0.062224939
8306239,Body Yaw Rate,Grounded,-0.180473373
8306239,Body Yaw Rate,Airborne,-0.044644389
8306239,Body Yaw Rate,Final Approach,-0.054588608
8306239,Body Yaw Rate,Approach And Landing,-0.213632404
8306239,Body Yaw Rate,Approach,-0.035338785
8306239,Body Yaw Rate,Taxi Out,0.023672566
8306239,Body Yaw Rate,Landing,-0.740451389
8306239,Body Yaw Rate,Descending,-0.002294358
8306239,Body Yaw Rate,Climbing,-0.049939099
8306239,Body Yaw Rate,Turning On Ground,-5.091666667
8306239,Body Yaw Rate,Mobile,-0.071706057
8306239,Body Yaw Rate,Cruise,-0.031047838
8306239,Body Yaw Rate,Climb Cruise Descent,-0.044644389
8306239,Body Yaw Rate,Takeoff Rotation,0.0275
8306239,Body Yaw Rate,Fast,-0.044508708
8306239,Body Yaw Rate,Climb,-0.053766707
8306239,Body Yaw Rate,Level Flight,-0.04161562
8306239,Body Yaw Rate,Landing Roll,-0.029605263
8306239,Body Yaw Rate,Takeoff Roll,-0.017857143
8306239,Body Yaw Rate,Taxi In,-0.571866485
8306239,Body Yaw Rate,Takeoff,0.122983871
8306239,Body Yaw Rate,Turning In Air,-1.716755319
8306239,Roll Rate,Taxiing,-0.000120069
8306239,Roll Rate,Descent,4.30E-05
8306239,Roll Rate,Grounded,-0.000260417
8306239,Roll Rate,Airborne,6.03E-05
8306239,Roll Rate,Final Approach,-0.011125396
8306239,Roll Rate,Approach And Landing,0.001224956
8306239,Roll Rate,Approach,0
8306239,Roll Rate,Taxi Out,-0.000155559
8306239,Roll Rate,Landing,0.012207031
8306239,Roll Rate,Descending,-0.038358791
8306239,Roll Rate,Climbing,0.000107053
8306239,Roll Rate,Turning On Ground,-0.037109375
8306239,Roll Rate,Mobile,-3.81E-05
8306239,Roll Rate,Cruise,2.99E-05
8306239,Roll Rate,Climb Cruise Descent,6.03E-05
8306239,Roll Rate,Takeoff Rotation,0.028125
8306239,Roll Rate,Fast,-1.50E-05
8306239,Roll Rate,Climb,-0.000106793
8306239,Roll Rate,Level Flight,-0.000592219
8306239,Roll Rate,Landing Roll,0.004625822
8306239,Roll Rate,Takeoff Roll,0.015694754
8306239,Roll Rate,Taxi In,0
8306239,Roll Rate,Takeoff,-0.008505544
8306239,Roll Rate,Turning In Air,0.024310173
8306239,Turbulence,Taxiing,0.012536818
8306239,Turbulence,Descent,0.00737709
8306239,Turbulence,Grounded,0.009106466
8306239,Turbulence,Airborne,0.007353214
8306239,Turbulence,Final Approach,0.018899079
8306239,Turbulence,Approach And Landing,0.015476119
8306239,Turbulence,Approach,0.0123822
8306239,Turbulence,Taxi Out,0.012315434
8306239,Turbulence,Landing,0.024511749
8306239,Turbulence,Descending,0.007917199
8306239,Turbulence,Climbing,0.011002329
8306239,Turbulence,Turning On Ground,0.008774252
8306239,Turbulence,Mobile,0.007915696
8306239,Turbulence,Cruise,0.006311536
8306239,Turbulence,Climb Cruise Descent,0.007353214
8306239,Turbulence,Takeoff Rotation,0.034038632
8306239,Turbulence,Fast,0.00750208
8306239,Turbulence,Climb,0.010461244
8306239,Turbulence,Level Flight,0.006239369
8306239,Turbulence,Landing Roll,0.032411675
8306239,Turbulence,Takeoff Roll,0.019915659
8306239,Turbulence,Taxi In,0.007191313
8306239,Turbulence,Takeoff,0.010088364
8306239,Turbulence,Turning In Air,0.011353108
8306239,Pitch Rate,Taxiing,-0.002521452
8306239,Pitch Rate,Descent,0.002664655
8306239,Pitch Rate,Grounded,0.002408854
8306239,Pitch Rate,Airborne,-0.000678634
8306239,Pitch Rate,Final Approach,0.00111254
8306239,Pitch Rate,Approach And Landing,-0.011637086
8306239,Pitch Rate,Approach,0.00533915
8306239,Pitch Rate,Taxi Out,-0.000622235
8306239,Pitch Rate,Landing,-0.061035156
8306239,Pitch Rate,Descending,0.007827105
8306239,Pitch Rate,Climbing,-0.011454686
8306239,Pitch Rate,Turning On Ground,-0.00390625
8306239,Pitch Rate,Mobile,-0.000139751
8306239,Pitch Rate,Cruise,-0.000418954
8306239,Pitch Rate,Climb Cruise Descent,-0.000678634
8306239,Pitch Rate,Takeoff Rotation,0.636328125
8306239,Pitch Rate,Fast,0.000105043
8306239,Pitch Rate,Climb,-0.018795565
8306239,Pitch Rate,Level Flight,-0.001211356
8306239,Pitch Rate,Landing Roll,-0.106393914
8306239,Pitch Rate,Takeoff Roll,0.257393973
8306239,Pitch Rate,Taxi In,-0.00239484
8306239,Pitch Rate,Takeoff,0.125693044
8306239,Pitch Rate,Turning In Air,0.119680851
8306239,Body Pitch Rate,Taxiing,-0.025102459
8306239,Body Pitch Rate,Descent,0.0400978
8306239,Body Pitch Rate,Grounded,-0.023668639
8306239,Body Pitch Rate,Airborne,-0.001083133
8306239,Body Pitch Rate,Final Approach,-0.029272152
8306239,Body Pitch Rate,Approach And Landing,-0.044860627
8306239,Body Pitch Rate,Approach,-0.025992991
8306239,Body Pitch Rate,Taxi Out,-0.024668142
8306239,Body Pitch Rate,Landing,-0.104166667
8306239,Body Pitch Rate,Descending,0.033013256
8306239,Body Pitch Rate,Climbing,0.009668088
8306239,Body Pitch Rate,Turning On Ground,0.001388889
8306239,Body Pitch Rate,Mobile,-0.004472029
8306239,Body Pitch Rate,Cruise,-0.032877937
8306239,Body Pitch Rate,Climb Cruise Descent,-0.001083133
8306239,Body Pitch Rate,Takeoff Rotation,0.565
8306239,Body Pitch Rate,Fast,-0.000522879
8306239,Body Pitch Rate,Climb,0.001291009
8306239,Body Pitch Rate,Level Flight,-0.032733538
8306239,Body Pitch Rate,Landing Roll,-0.092105263
8306239,Body Pitch Rate,Takeoff Roll,0.133928571
8306239,Body Pitch Rate,Taxi In,-0.023671662
8306239,Body Pitch Rate,Takeoff,0.087365591
8306239,Body Pitch Rate,Turning In Air,1.094414894
8306239,Airspeed Target,Taxiing,0
8306239,Airspeed Target,Descent,5.212713936
8306239,Airspeed Target,Grounded,0
8306239,Airspeed Target,Airborne,169.4200412
8306239,Airspeed Target,Final Approach,0
8306239,Airspeed Target,Approach And Landing,0
8306239,Airspeed Target,Approach,0
8306239,Airspeed Target,Taxi Out,0
8306239,Airspeed Target,Landing,0
8306239,Airspeed Target,Descending,6.539768865
8306239,Airspeed Target,Climbing,259.2509135
8306239,Airspeed Target,Turning On Ground,0
8306239,Airspeed Target,Mobile,142.7262215
8306239,Airspeed Target,Cruise,259.9982976
8306239,Airspeed Target,Climb Cruise Descent,169.4200412
8306239,Airspeed Target,Takeoff Rotation,0
8306239,Airspeed Target,Fast,168.5811849
8306239,Airspeed Target,Climb,258.9368165
8306239,Airspeed Target,Level Flight,234.0382848
8306239,Airspeed Target,Landing Roll,0
8306239,Airspeed Target,Takeoff Roll,0
8306239,Airspeed Target,Taxi In,0
8306239,Airspeed Target,Takeoff,0
8306239,Airspeed Target,Turning In Air,0
8306238,Mach Selected Recorded,Taxiing,0
8306238,Mach Selected Recorded,Descent,0.03304186
8306238,Mach Selected Recorded,Grounded,0
8306238,Mach Selected Recorded,Airborne,0.023244944
8306238,Mach Selected Recorded,Final Approach,0
8306238,Mach Selected Recorded,Approach And Landing,0
8306238,Mach Selected Recorded,Approach,0
8306238,Mach Selected Recorded,Taxi Out,0
8306238,Mach Selected Recorded,Landing,0
8306238,Mach Selected Recorded,Descending,0.04718894
8306238,Mach Selected Recorded,Climbing,0.021052632
8306238,Mach Selected Recorded,Turning On Ground,0
8306238,Mach Selected Recorded,Mobile,0.018236953
8306238,Mach Selected Recorded,Cruise,0.009367681
8306238,Mach Selected Recorded,Climb Cruise Descent,0.023244944
8306238,Mach Selected Recorded,Takeoff Rotation,0
8306238,Mach Selected Recorded,Fast,0.02313059
8306238,Mach Selected Recorded,Climb,0.028671329
8306238,Mach Selected Recorded,Level Flight,0.00685155
8306238,Mach Selected Recorded,Landing Roll,0
8306238,Mach Selected Recorded,Takeoff Roll,0
8306238,Mach Selected Recorded,Taxi In,0
8306238,Mach Selected Recorded,Takeoff,0
8306238,Mach Selected Recorded,Turning In Air,0
8306238,DFDAU Program Ident,Taxiing,18.73333333
8306238,DFDAU Program Ident,Descent,18.03030303
8306238,DFDAU Program Ident,Grounded,18.54545455
8306238,DFDAU Program Ident,Airborne,17.85507246
8306238,DFDAU Program Ident,Final Approach,19
8306238,DFDAU Program Ident,Approach And Landing,18.66666667
8306238,DFDAU Program Ident,Approach,18.33333333
8306238,DFDAU Program Ident,Taxi Out,17
8306238,DFDAU Program Ident,Landing,19
8306238,DFDAU Program Ident,Descending,18.05263158
8306238,DFDAU Program Ident,Climbing,17
8306238,DFDAU Program Ident,Turning On Ground,19
8306238,DFDAU Program Ident,Mobile,18.03409091
8306238,DFDAU Program Ident,Cruise,17.92592593
8306238,DFDAU Program Ident,Climb Cruise Descent,17.85507246
8306238,DFDAU Program Ident,Fast,17.87142857
8306238,DFDAU Program Ident,Climb,17
8306238,DFDAU Program Ident,Level Flight,17.94736842
8306238,DFDAU Program Ident,Landing Roll,19
8306238,DFDAU Program Ident,Takeoff Roll,17
8306238,DFDAU Program Ident,Taxi In,19
8306238,DFDAU Program Ident,Takeoff,17
8306238,DFDAU Program Ident,Turning In Air,17
8306238,Center Of Gravity,Taxiing,24.17101896
8306238,Center Of Gravity,Descent,28.13798714
8306238,Center Of Gravity,Grounded,21.79626988
8306238,Center Of Gravity,Airborne,29.68945865
8306238,Center Of Gravity,Final Approach,23.74199858
8306238,Center Of Gravity,Approach And Landing,14.48516042
8306238,Center Of Gravity,Approach,25.41735697
8306238,Center Of Gravity,Taxi Out,25.26302879
8306238,Center Of Gravity,Landing,0
8306238,Center Of Gravity,Descending,28.64824444
8306238,Center Of Gravity,Climbing,26.84661811
8306238,Center Of Gravity,Turning On Ground,20.73799876
8306238,Center Of Gravity,Mobile,27.87081638
8306238,Center Of Gravity,Cruise,32.59924863
8306238,Center Of Gravity,Climb Cruise Descent,29.68945865
8306238,Center Of Gravity,Takeoff Rotation,25.5133318
8306238,Center Of Gravity,Fast,29.59828087
8306238,Center Of Gravity,Climb,26.96419419
8306238,Center Of Gravity,Level Flight,30.91781928
8306238,Center Of Gravity,Landing Roll,0
8306238,Center Of Gravity,Takeoff Roll,25.31333181
8306238,Center Of Gravity,Taxi In,24.02771949
8306238,Center Of Gravity,Takeoff,25.27444293
8306238,Center Of Gravity,Turning In Air,26.55249841
8306238,Track,Taxiing,185.9737043
8306238,Track,Descent,269.7734178
8306238,Track,Grounded,204.658916
8306238,Track,Airborne,291.6736906
8306238,Track,Final Approach,320.2093675
8306238,Track,Approach And Landing,318.8868067
8306238,Track,Approach,320.8530985
8306238,Track,Taxi Out,214.2214134
8306238,Track,Landing,316.2527178
8306238,Track,Descending,288.7121406
8306238,Track,Climbing,324.4225225
8306238,Track,Turning On Ground,175.5493684
8306238,Track,Mobile,272.9401754
8306238,Track,Cruise,307.8655232
8306238,Track,Climb Cruise Descent,291.6781552
8306238,Track,Takeoff Rotation,271.9240631
8306238,Track,Fast,291.7027683
8306238,Track,Climb,326.2288794
8306238,Track,Level Flight,285.5398866
8306238,Track,Landing Roll,323.6992176
8306238,Track,Takeoff Roll,271.791925
8306238,Track,Taxi In,179.6472154
8306238,Track,Takeoff,271.5554428
8306238,Track,Turning In Air,309.0536695
8306238,Analog Parameter Port 20 Mbb 403,Taxiing,2000.115854
8306238,Analog Parameter Port 20 Mbb 403,Descent,1999.859535
8306238,Analog Parameter Port 20 Mbb 403,Grounded,2000.446959
8306238,Analog Parameter Port 20 Mbb 403,Airborne,1998.963146
8306238,Analog Parameter Port 20 Mbb 403,Final Approach,2002.1
8306238,Analog Parameter Port 20 Mbb 403,Approach And Landing,2001.268817
8306238,Analog Parameter Port 20 Mbb 403,Approach,2001.358491
8306238,Analog Parameter Port 20 Mbb 403,Taxi Out,2000.166667
8306238,Analog Parameter Port 20 Mbb 403,Landing,2001.15
8306238,Analog Parameter Port 20 Mbb 403,Descending,1999.677419
8306238,Analog Parameter Port 20 Mbb 403,Climbing,1999.333333
8306238,Analog Parameter Port 20 Mbb 403,Turning On Ground,1999.875
8306238,Analog Parameter Port 20 Mbb 403,Mobile,1999.240832
8306238,Analog Parameter Port 20 Mbb 403,Cruise,1997.720141
8306238,Analog Parameter Port 20 Mbb 403,Climb Cruise Descent,1998.963146
8306238,Analog Parameter Port 20 Mbb 403,Takeoff Rotation,2000.583333
8306238,Analog Parameter Port 20 Mbb 403,Fast,1998.963775
8306238,Analog Parameter Port 20 Mbb 403,Climb,1999.195804
8306238,Analog Parameter Port 20 Mbb 403,Level Flight,1998.530179
8306238,Analog Parameter Port 20 Mbb 403,Landing Roll,2001.166667
8306238,Analog Parameter Port 20 Mbb 403,Takeoff Roll,2000.416667
8306238,Analog Parameter Port 20 Mbb 403,Taxi In,2000.148492
8306238,Analog Parameter Port 20 Mbb 403,Takeoff,2000
8306238,Analog Parameter Port 20 Mbb 403,Turning In Air,1999.388889
8306238,Pitch Trim Wheel Sync,Taxiing,-1.260995688
8306238,Pitch Trim Wheel Sync,Descent,-2.237880336
